date,t,p,humidity,precipitation,wind_dir,v_avg,v_max,cloudcover,visibility,weather_code
2017-05-26 00:00:00,15.3,1017.3,77,0.0,60,10.8,14.8,9,,0
2017-05-26 01:00:00,15.1,1016.9,78,0.0,59,11.3,15.5,2,,0
2017-05-26 02:00:00,14.9,1016.4,81,0.0,57,12.0,16.2,0,,0
2017-05-26 03:00:00,14.7,1016.7,82,0.0,51,11.5,16.2,0,,0
2017-05-26 04:00:00,14.5,1016.4,85,0.0,50,11.8,16.6,0,,0
2017-05-26 05:00:00,14.2,1016.3,87,0.0,49,12.0,16.9,0,,0
2017-05-26 06:00:00,14.1,1016.3,85,0.0,53,13.6,18.7,0,,0
2017-05-26 07:00:00,14.4,1016.2,82,0.0,57,13.3,19.4,0,,0
2017-05-26 08:00:00,15.3,1016.0,76,0.0,52,12.3,18.4,0,,0
2017-05-26 09:00:00,16.2,1015.8,70,0.0,51,12.5,16.6,0,,0
2017-05-26 10:00:00,16.8,1015.6,66,0.0,50,12.3,15.8,1,,0
2017-05-26 11:00:00,17.2,1015.3,66,0.0,48,10.2,15.1,1,,0
2017-05-26 12:00:00,17.5,1015.2,70,0.0,40,6.1,12.2,0,,0
2017-05-26 13:00:00,17.8,1014.8,67,0.0,326,5.2,7.2,7,,0
2017-05-26 14:00:00,17.8,1014.3,69,0.0,316,12.0,13.7,4,,0
2017-05-26 15:00:00,17.7,1013.9,74,0.0,332,15.1,22.3,1,,0
2017-05-26 16:00:00,17.6,1013.6,73,0.0,345,17.6,21.6,3,,0
2017-05-26 17:00:00,17.6,1013.3,72,0.0,354,19.9,24.5,1,,0
2017-05-26 18:00:00,17.4,1012.9,74,0.0,359,18.7,24.8,35,,1
2017-05-26 19:00:00,17.3,1012.7,76,0.0,5,15.9,23.4,53,,2
2017-05-26 20:00:00,16.9,1012.5,80,0.0,13,14.1,19.4,0,,0
2017-05-26 21:00:00,16.8,1012.6,81,0.0,15,14.9,18.4,1,,0
2017-05-26 22:00:00,16.6,1012.8,82,0.0,2,11.9,18.4,0,,0
2017-05-26 23:00:00,16.6,1012.7,83,0.0,343,12.4,15.1,0,,0
2017-05-27 00:00:00,16.6,1012.3,84,0.0,330,14.2,17.3,0,,0
2017-05-27 01:00:00,16.5,1012.1,85,0.0,325,15.8,19.4,0,,0
2017-05-27 02:00:00,16.4,1011.7,85,0.0,328,16.2,20.2,0,,0
2017-05-27 03:00:00,16.0,1011.8,84,0.0,318,16.6,20.9,0,,0
2017-05-27 04:00:00,15.8,1011.5,85,0.0,320,17.4,22.3,0,,0
2017-05-27 05:00:00,15.8,1011.3,85,0.0,325,18.9,24.1,0,,0
2017-05-27 06:00:00,16.2,1011.6,83,0.0,325,19.7,24.8,0,,0
2017-05-27 07:00:00,16.6,1011.4,82,0.0,327,20.3,25.2,0,,0
2017-05-27 08:00:00,17.1,1011.6,83,0.0,337,20.8,25.9,4,,0
2017-05-27 09:00:00,17.2,1011.3,81,0.0,341,21.3,26.6,0,,0
2017-05-27 10:00:00,17.3,1011.4,80,0.0,341,20.9,26.6,0,,0
2017-05-27 11:00:00,17.4,1011.6,79,0.0,342,20.8,26.3,0,,0
2017-05-27 12:00:00,17.4,1011.5,81,0.0,340,21.1,26.3,0,,0
2017-05-27 13:00:00,17.5,1011.5,81,0.0,342,22.3,27.7,0,,0
2017-05-27 14:00:00,17.7,1011.2,79,0.0,346,22.6,28.4,0,,0
2017-05-27 15:00:00,19.0,1011.6,64,0.0,350,24.5,28.1,2,,0
2017-05-27 16:00:00,19.2,1011.4,63,0.0,350,22.3,30.6,3,,0
2017-05-27 17:00:00,19.2,1011.3,63,0.0,351,18.9,27.7,2,,0
2017-05-27 18:00:00,19.1,1011.2,66,0.0,349,16.9,23.0,1,,0
2017-05-27 19:00:00,18.9,1011.3,70,0.0,339,14.2,20.2,0,,0
2017-05-27 20:00:00,18.5,1011.8,73,0.0,326,12.2,16.6,0,,0
2017-05-27 21:00:00,18.2,1012.4,74,0.0,315,13.2,15.5,0,,0
2017-05-27 22:00:00,17.8,1012.6,77,0.0,309,11.5,15.5,0,,0
2017-05-27 23:00:00,17.5,1012.9,77,0.0,286,11.6,14.0,3,,0
2017-05-28 00:00:00,17.1,1012.9,77,0.0,273,13.7,16.9,18,,0
2017-05-28 01:00:00,16.8,1012.9,79,0.0,265,13.4,16.9,23,,1
2017-05-28 02:00:00,16.7,1012.7,80,0.0,273,13.7,17.3,12,,0
2017-05-28 03:00:00,16.9,1013.0,80,0.0,289,15.6,17.6,7,,0
2017-05-28 04:00:00,16.4,1012.7,85,0.0,300,12.4,19.8,0,,0
2017-05-28 05:00:00,16.2,1012.9,87,0.0,298,10.6,16.2,8,,0
2017-05-28 06:00:00,16.3,1013.4,89,0.0,318,9.7,14.4,0,,0
2017-05-28 07:00:00,16.9,1013.5,91,0.0,13,4.8,13.0,0,,0
2017-05-28 08:00:00,17.7,1013.8,84,0.0,45,1.5,6.1,11,,0
2017-05-28 09:00:00,17.7,1014.0,90,0.0,287,6.0,6.1,43,,1
2017-05-28 10:00:00,18.2,1014.2,89,0.0,304,6.5,7.2,0,,0
2017-05-28 11:00:00,19.0,1014.5,84,0.0,323,9.5,10.1,12,,0
2017-05-28 12:00:00,19.7,1014.8,78,0.0,339,14.2,15.8,4,,0
2017-05-28 13:00:00,19.9,1015.0,78,0.0,351,15.3,18.0,17,,0
2017-05-28 14:00:00,19.6,1015.1,81,0.0,342,18.9,22.3,10,,0
2017-05-28 15:00:00,19.4,1016.1,79,0.0,340,16.5,23.0,2,,0
2017-05-28 16:00:00,19.0,1016.0,82,0.0,341,20.6,25.2,0,,0
2017-05-28 17:00:00,18.7,1016.2,82,0.0,347,19.2,25.6,0,,0
2017-05-28 18:00:00,18.7,1016.4,81,0.0,354,20.6,25.2,2,,0
2017-05-28 19:00:00,18.7,1016.8,80,0.0,4,19.9,25.9,0,,0
2017-05-28 20:00:00,18.5,1017.4,81,0.0,9,18.9,24.5,2,,0
2017-05-28 21:00:00,18.3,1018.0,82,0.0,11,17.2,23.4,1,,0
2017-05-28 22:00:00,18.1,1018.3,84,0.0,11,15.4,20.9,0,,0
2017-05-28 23:00:00,17.9,1018.4,86,0.0,5,13.0,18.7,0,,0
2017-05-29 00:00:00,17.9,1018.6,87,0.0,3,14.1,16.9,0,,0
2017-05-29 01:00:00,17.9,1018.9,87,0.0,6,14.8,18.4,0,,0
2017-05-29 02:00:00,17.8,1018.8,87,0.0,12,15.1,18.7,0,,0
2017-05-29 03:00:00,17.7,1019.3,89,0.0,18,14.0,18.4,0,,0
2017-05-29 04:00:00,17.5,1018.7,89,0.0,24,14.2,17.6,1,,0
2017-05-29 05:00:00,17.4,1018.8,86,0.0,37,14.9,18.0,2,,0
2017-05-29 06:00:00,17.5,1018.9,83,0.0,46,14.0,18.4,1,,0
2017-05-29 07:00:00,18.0,1018.9,81,0.0,52,13.3,17.6,3,,0
2017-05-29 08:00:00,18.5,1019.0,81,0.0,76,11.9,16.2,1,,0
2017-05-29 09:00:00,18.5,1018.9,83,0.0,110,11.5,14.0,1,,0
2017-05-29 10:00:00,18.6,1018.9,82,0.0,125,10.1,13.7,7,,0
2017-05-29 11:00:00,19.0,1018.8,81,0.0,135,7.6,11.9,1,,0
2017-05-29 12:00:00,19.9,1018.5,74,0.0,148,4.7,9.0,3,,0
2017-05-29 13:00:00,21.7,1018.0,57,0.0,297,0.8,5.0,4,,0
2017-05-29 14:00:00,21.1,1017.6,69,0.0,333,4.8,5.4,2,,0
2017-05-29 15:00:00,21.4,1017.2,64,0.0,2,13.3,10.4,3,,0
2017-05-29 16:00:00,21.1,1016.7,61,0.0,8,18.5,22.0,0,,0
2017-05-29 17:00:00,20.9,1016.5,59,0.0,14,21.1,25.2,1,,0
2017-05-29 18:00:00,20.5,1016.0,62,0.0,17,20.3,25.9,0,,0
2017-05-29 19:00:00,20.1,1016.0,66,0.0,19,17.5,24.5,0,,0
2017-05-29 20:00:00,19.6,1015.8,67,0.0,26,16.4,21.2,2,,0
2017-05-29 21:00:00,19.4,1015.6,64,0.0,29,16.4,19.8,1,,0
2017-05-29 22:00:00,19.1,1015.5,66,0.0,42,16.8,20.2,1,,0
2017-05-29 23:00:00,18.6,1015.3,72,0.0,51,13.8,20.2,1,,0
2017-05-30 00:00:00,18.3,1015.0,77,0.0,53,11.3,16.9,1,,0
2017-05-30 01:00:00,18.1,1014.6,80,0.0,52,11.0,13.7,12,,0
2017-05-30 02:00:00,18.1,1014.4,80,0.0,52,12.3,14.8,0,,0
2017-05-30 03:00:00,18.0,1013.8,80,0.0,44,12.5,15.8,0,,0
2017-05-30 04:00:00,17.9,1013.6,78,0.0,47,12.7,15.5,1,,0
2017-05-30 05:00:00,17.8,1013.4,77,0.0,48,13.5,16.6,0,,0
2017-05-30 06:00:00,17.8,1013.3,77,0.0,51,13.0,16.6,0,,0
2017-05-30 07:00:00,18.3,1013.4,75,0.0,46,12.5,16.2,0,,0
2017-05-30 08:00:00,18.8,1013.3,75,0.0,37,11.3,15.1,0,,0
2017-05-30 09:00:00,19.4,1013.3,74,0.0,9,11.7,13.3,0,,0
2017-05-30 10:00:00,20.1,1013.0,71,0.0,3,14.1,16.2,0,,0
2017-05-30 11:00:00,20.6,1012.9,68,0.0,13,14.8,17.6,3,,0
2017-05-30 12:00:00,21.0,1013.0,65,0.0,25,14.3,17.6,3,,0
2017-05-30 13:00:00,21.1,1012.8,65,0.0,23,11.8,16.6,6,,0
2017-05-30 14:00:00,21.4,1012.4,65,0.0,356,14.4,16.2,5,,0
2017-05-30 15:00:00,21.7,1012.2,65,0.0,357,19.8,22.7,9,,0
2017-05-30 16:00:00,21.5,1012.0,65,0.0,10,18.6,24.1,29,,1
2017-05-30 17:00:00,21.1,1011.7,68,0.0,7,16.7,22.3,39,,1
2017-05-30 18:00:00,20.9,1011.7,69,0.0,6,15.9,19.8,41,,1
2017-05-30 19:00:00,20.5,1012.0,70,0.0,21,13.9,18.4,41,,1
2017-05-30 20:00:00,19.9,1012.2,73,0.0,35,10.1,16.2,29,,1
2017-05-30 21:00:00,20.5,1012.4,62,0.0,53,3.6,11.5,44,,1
2017-05-30 22:00:00,20.4,1012.2,58,0.0,315,1.5,4.3,54,,2
2017-05-30 23:00:00,19.0,1012.2,75,0.0,45,4.6,5.0,33,,1
2017-05-31 00:00:00,18.9,1012.8,75,0.0,130,9.4,10.4,94,,3
2017-05-31 01:00:00,17.8,1013.5,91,0.0,183,24.1,25.9,96,,3
2017-05-31 02:00:00,17.1,1013.2,93,0.0,211,24.9,38.9,76,,2
2017-05-31 03:00:00,18.8,1012.6,72,0.0,282,15.8,33.5,92,,3
2017-05-31 04:00:00,18.9,1013.0,72,0.0,309,20.0,24.1,32,,1
2017-05-31 05:00:00,18.8,1012.9,71,0.0,313,25.0,31.3,67,,2
2017-05-31 06:00:00,18.9,1013.1,71,0.0,315,23.9,32.8,59,,2
2017-05-31 07:00:00,19.0,1013.0,71,0.0,318,23.2,30.6,68,,2
2017-05-31 08:00:00,19.4,1013.2,71,0.0,324,18.6,29.2,49,,1
2017-05-31 09:00:00,19.7,1013.2,72,0.0,327,13.8,23.0,6,,0
2017-05-31 10:00:00,20.0,1013.5,74,0.0,340,9.6,16.2,13,,0
2017-05-31 11:00:00,20.0,1013.8,73,0.0,200,11.8,11.2,31,,1
2017-05-31 12:00:00,18.7,1014.0,79,0.0,212,21.2,26.6,43,,1
2017-05-31 13:00:00,19.3,1014.0,73,0.0,226,19.9,27.0,55,,2
2017-05-31 14:00:00,19.1,1013.8,76,0.0,217,18.5,24.8,20,,1
2017-05-31 15:00:00,18.9,1014.1,84,0.0,198,18.2,23.0,41,,1
2017-05-31 16:00:00,19.0,1013.7,82,0.0,199,19.5,24.5,32,,1
2017-05-31 17:00:00,18.9,1013.3,84,0.0,203,18.4,24.5,10,,0
2017-05-31 18:00:00,18.6,1013.2,87,0.0,201,19.3,24.1,8,,0
2017-05-31 19:00:00,18.5,1013.2,88,0.0,198,16.6,24.1,3,,0
2017-05-31 20:00:00,18.4,1013.4,87,0.0,217,14.9,20.9,0,,0
2017-05-31 21:00:00,18.3,1013.6,86,0.0,222,15.0,19.1,1,,0
2017-05-31 22:00:00,18.3,1013.6,85,0.0,228,15.0,19.1,1,,0
2017-05-31 23:00:00,18.3,1013.6,85,0.0,234,16.0,19.8,0,,0
2017-06-01 00:00:00,18.2,1013.5,85,0.0,235,17.1,21.2,1,,0
2017-06-01 01:00:00,18.2,1013.5,84,0.0,243,18.5,23.4,0,,0
2017-06-01 02:00:00,18.1,1013.2,85,0.0,238,18.3,23.4,2,,0
2017-06-01 03:00:00,18.0,1012.8,87,0.0,235,18.9,24.1,4,,0
2017-06-01 04:00:00,17.9,1012.3,89,0.0,226,19.6,25.2,3,,0
2017-06-01 05:00:00,17.7,1012.5,91,0.0,230,20.7,26.6,4,,0
2017-06-01 06:00:00,17.8,1012.6,91,0.0,229,20.7,27.0,8,,0
2017-06-01 07:00:00,17.9,1012.5,90,0.0,218,21.0,27.0,2,,0
2017-06-01 08:00:00,18.0,1012.7,90,0.0,211,23.1,29.5,11,,0
2017-06-01 09:00:00,17.9,1012.4,91,0.0,209,24.7,32.0,39,,1
2017-06-01 10:00:00,18.0,1012.3,90,0.0,209,25.6,33.1,20,,1
2017-06-01 11:00:00,18.2,1012.6,90,0.0,209,25.5,33.8,23,,1
2017-06-01 12:00:00,18.2,1012.6,90,0.0,205,25.1,33.1,82,,3
2017-06-01 13:00:00,18.3,1012.3,90,0.0,205,25.9,33.8,47,,1
2017-06-01 14:00:00,18.3,1012.0,90,0.0,210,26.1,33.5,55,,2
2017-06-01 15:00:00,18.8,1012.2,90,0.0,205,25.1,36.0,50,,2
2017-06-01 16:00:00,18.9,1012.1,89,0.0,214,23.6,31.7,51,,2
2017-06-01 17:00:00,18.9,1011.6,89,0.0,210,24.8,31.3,94,,3
2017-06-01 18:00:00,18.8,1011.1,89,0.0,205,23.5,31.7,48,,1
2017-06-01 19:00:00,18.8,1011.0,89,0.0,200,23.8,31.0,8,,0
2017-06-01 20:00:00,18.7,1011.0,91,0.0,208,22.9,31.0,12,,0
2017-06-01 21:00:00,18.7,1011.2,92,0.0,210,21.9,29.5,6,,0
2017-06-01 22:00:00,18.8,1011.4,92,0.0,213,20.3,28.1,6,,0
2017-06-01 23:00:00,18.8,1011.3,93,0.0,214,19.5,26.3,18,,0
2017-06-02 00:00:00,19.1,1010.9,92,0.0,221,17.6,24.8,28,,1
2017-06-02 01:00:00,19.5,1010.6,87,0.0,242,15.1,22.3,16,,0
2017-06-02 02:00:00,20.3,1010.1,69,0.0,300,17.4,20.2,23,,1
2017-06-02 03:00:00,19.5,1010.5,83,0.0,234,6.2,24.8,29,,1
2017-06-02 04:00:00,19.6,1010.5,79,0.0,280,6.2,7.2,95,,3
2017-06-02 05:00:00,19.6,1010.9,76,0.0,303,13.3,15.5,46,,1
2017-06-02 06:00:00,19.2,1010.9,78,0.0,297,16.1,19.8,10,,0
2017-06-02 07:00:00,19.4,1011.3,77,0.0,296,19.6,24.1,0,,0
2017-06-02 08:00:00,20.2,1011.3,71,0.0,300,21.3,26.3,0,,0
2017-06-02 09:00:00,20.9,1011.4,65,0.0,306,23.5,29.2,2,,0
2017-06-02 10:00:00,21.1,1011.9,61,0.0,315,22.4,30.2,0,,0
2017-06-02 11:00:00,21.1,1012.4,58,0.0,323,21.3,28.1,0,,0
2017-06-02 12:00:00,21.3,1012.9,56,0.0,327,23.2,28.8,46,,1
2017-06-02 13:00:00,21.4,1012.9,53,0.0,323,22.9,29.2,29,,1
2017-06-02 14:00:00,21.7,1012.7,47,0.0,316,25.2,31.0,87,,3
2017-06-02 15:00:00,21.5,1012.5,59,0.0,299,10.3,33.5,66,,2
2017-06-02 16:00:00,21.3,1012.3,66,0.0,265,8.3,11.5,69,,2
2017-06-02 17:00:00,21.3,1012.2,62,0.0,316,11.5,13.0,83,,3
2017-06-02 18:00:00,21.1,1012.3,58,0.0,326,10.9,14.4,25,,1
2017-06-02 19:00:00,21.3,1012.5,51,0.0,311,3.3,13.0,23,,1
2017-06-02 20:00:00,20.1,1012.6,69,0.0,183,7.6,8.3,70,,2
2017-06-02 21:00:00,19.1,1012.8,84,0.0,188,5.4,9.7,78,,2
2017-06-02 22:00:00,19.1,1012.8,87,0.0,222,4.3,6.8,10,,0
2017-06-02 23:00:00,19.3,1012.8,81,0.0,252,7.2,8.3,50,,2
2017-06-03 00:00:00,19.7,1012.7,60,0.0,278,18.2,21.2,34,,1
2017-06-03 01:00:00,19.0,1012.7,60,0.0,292,19.1,24.5,10,,0
2017-06-03 02:00:00,18.7,1012.4,62,0.0,300,21.1,27.0,7,,0
2017-06-03 03:00:00,18.4,1012.5,65,0.0,311,23.2,33.8,12,,0
2017-06-03 04:00:00,18.2,1012.7,67,0.0,307,23.1,32.0,0,,0
2017-06-03 05:00:00,17.8,1012.8,69,0.0,301,21.0,31.0,0,,0
2017-06-03 06:00:00,17.6,1013.3,72,0.0,298,20.0,28.4,0,,0
2017-06-03 07:00:00,17.7,1013.8,73,0.0,287,17.3,27.0,0,,0
2017-06-03 08:00:00,18.5,1014.1,69,0.0,275,15.5,23.8,0,,0
2017-06-03 09:00:00,19.6,1014.4,64,0.0,286,15.4,21.2,0,,0
2017-06-03 10:00:00,20.4,1014.4,61,0.0,297,14.2,19.4,0,,0
2017-06-03 11:00:00,20.6,1014.7,62,0.0,316,13.0,17.3,0,,0
2017-06-03 12:00:00,20.2,1014.9,62,0.0,347,15.9,19.4,0,,0
2017-06-03 13:00:00,20.0,1015.1,63,0.0,8,18.2,22.7,17,,0
2017-06-03 14:00:00,19.9,1015.0,60,0.0,19,16.4,23.0,3,,0
2017-06-03 15:00:00,20.1,1015.9,58,0.0,351,9.1,20.9,27,,1
2017-06-03 16:00:00,20.0,1016.2,62,0.0,351,14.6,17.3,47,,1
2017-06-03 17:00:00,19.9,1016.1,61,0.0,356,15.2,22.0,39,,1
2017-06-03 18:00:00,19.9,1015.9,69,0.0,360,5.8,18.7,17,,0
2017-06-03 19:00:00,19.9,1015.8,69,0.0,176,5.8,6.8,29,,1
2017-06-03 20:00:00,19.4,1015.7,72,0.0,174,10.5,13.0,28,,1
2017-06-03 21:00:00,19.2,1016.2,72,0.0,164,10.5,13.7,10,,0
2017-06-03 22:00:00,19.3,1016.9,72,0.0,144,6.7,13.3,3,,0
2017-06-03 23:00:00,19.0,1017.0,76,0.0,107,4.9,8.6,5,,0
2017-06-04 00:00:00,18.6,1016.9,81,0.0,129,7.9,10.4,0,,0
2017-06-04 01:00:00,18.4,1016.7,86,0.0,152,11.4,15.1,6,,0
2017-06-04 02:00:00,18.4,1016.7,88,0.0,150,10.0,15.5,30,,1
2017-06-04 03:00:00,18.4,1017.6,76,0.0,121,9.2,13.3,35,,1
2017-06-04 04:00:00,18.1,1017.6,77,0.0,105,8.6,13.3,18,,0
2017-06-04 05:00:00,18.0,1017.7,79,0.0,101,9.2,13.3,11,,0
2017-06-04 06:00:00,17.9,1018.0,81,0.0,111,8.9,13.7,3,,0
2017-06-04 07:00:00,18.1,1018.5,82,0.0,118,7.7,13.0,6,,0
2017-06-04 08:00:00,18.4,1018.7,81,0.0,131,7.1,11.5,8,,0
2017-06-04 09:00:00,18.8,1018.7,79,0.0,135,5.6,10.4,4,,0
2017-06-04 10:00:00,19.2,1018.7,76,0.0,155,6.0,9.0,22,,1
2017-06-04 11:00:00,19.4,1018.8,74,0.0,196,9.3,13.0,12,,0
2017-06-04 12:00:00,19.5,1018.9,69,0.0,212,10.2,14.4,24,,1
2017-06-04 13:00:00,19.7,1018.6,65,0.0,207,8.9,14.0,40,,1
2017-06-04 14:00:00,20.0,1018.3,64,0.0,222,10.7,14.4,48,,1
2017-06-04 15:00:00,20.9,1018.7,53,0.0,48,5.4,15.5,31,,1
2017-06-04 16:00:00,21.2,1018.4,41,0.0,37,15.7,19.1,0,,0
2017-06-04 17:00:00,20.7,1018.1,41,0.0,39,20.0,25.2,0,,0
2017-06-04 18:00:00,20.5,1018.0,40,0.0,42,18.4,24.8,0,,0
2017-06-04 19:00:00,20.2,1018.0,40,0.0,49,16.3,23.0,0,,0
2017-06-04 20:00:00,19.6,1018.2,43,0.0,59,13.4,20.9,0,,0
2017-06-04 21:00:00,19.0,1018.5,51,0.0,58,11.0,17.6,0,,0
2017-06-04 22:00:00,18.9,1018.7,54,0.0,44,10.9,15.5,0,,0
2017-06-04 23:00:00,18.7,1018.5,57,0.0,51,12.0,16.2,0,,0
2017-06-05 00:00:00,18.4,1018.2,59,0.0,56,12.2,16.9,0,,0
2017-06-05 01:00:00,17.9,1018.0,64,0.0,60,14.5,19.4,0,,0
2017-06-05 02:00:00,17.6,1017.9,63,0.0,61,16.1,22.0,0,,0
2017-06-05 03:00:00,17.3,1018.3,61,0.0,65,18.7,24.5,0,,0
2017-06-05 04:00:00,16.8,1017.9,63,0.0,65,20.6,28.1,0,,0
2017-06-05 05:00:00,16.5,1018.2,64,0.0,66,21.3,29.5,0,,0
2017-06-05 06:00:00,16.6,1018.7,62,0.0,64,21.6,29.9,0,,0
2017-06-05 07:00:00,17.0,1018.8,59,0.0,69,21.7,30.2,0,,0
2017-06-05 08:00:00,17.9,1018.8,55,0.0,67,21.9,30.2,0,,0
2017-06-05 09:00:00,19.0,1018.4,51,0.0,63,24.3,32.0,0,,0
2017-06-05 10:00:00,20.0,1017.8,46,0.0,67,27.4,35.6,0,,0
2017-06-05 11:00:00,20.9,1017.5,44,0.0,69,27.0,36.0,0,,0
2017-06-05 12:00:00,21.8,1017.2,43,0.0,70,22.5,35.3,0,,0
2017-06-05 13:00:00,22.1,1016.7,48,0.0,67,18.1,28.4,0,,0
2017-06-05 14:00:00,22.2,1016.2,54,0.0,61,13.5,22.0,0,,0
2017-06-05 15:00:00,22.5,1015.8,56,0.0,50,12.3,15.8,57,,2
2017-06-05 16:00:00,22.6,1015.2,55,0.0,27,15.0,17.3,34,,1
2017-06-05 17:00:00,22.4,1014.7,55,0.0,21,18.9,22.3,61,,2
2017-06-05 18:00:00,22.2,1014.2,56,0.0,26,20.8,25.6,10,,0
2017-06-05 19:00:00,21.8,1013.9,60,0.0,32,20.4,25.6,14,,0
2017-06-05 20:00:00,21.4,1014.0,65,0.0,40,16.9,24.8,14,,0
2017-06-05 21:00:00,21.3,1014.1,68,0.0,50,15.6,20.5,6,,0
2017-06-05 22:00:00,21.6,1013.9,63,0.0,59,21.5,25.6,10,,0
2017-06-05 23:00:00,21.1,1013.5,65,0.0,60,22.4,28.4,17,,0
2017-06-06 00:00:00,20.6,1013.3,68,0.0,56,20.8,28.4,25,,1
2017-06-06 01:00:00,20.1,1013.0,70,0.0,54,19.1,26.3,13,,0
2017-06-06 02:00:00,19.6,1012.5,72,0.0,51,18.2,24.1,15,,0
2017-06-06 03:00:00,19.4,1012.4,76,0.0,45,17.3,24.1,48,,1
2017-06-06 04:00:00,19.1,1012.2,77,0.0,45,17.3,22.3,66,,2
2017-06-06 05:00:00,18.8,1012.3,78,0.0,48,17.1,22.7,99,,3
2017-06-06 06:00:00,18.8,1012.1,77,0.0,55,19.4,24.8,99,,3
2017-06-06 07:00:00,19.2,1011.3,74,0.0,44,23.2,30.6,100,,3
2017-06-06 08:00:00,19.8,1011.0,72,0.0,24,19.7,30.2,95,,3
2017-06-06 09:00:00,20.5,1011.1,71,0.0,22,17.9,25.2,95,,3
2017-06-06 10:00:00,20.9,1011.5,73,0.0,52,10.5,22.0,90,,3
2017-06-06 11:00:00,21.4,1011.8,72,0.0,34,9.6,12.2,19,,0
2017-06-06 12:00:00,22.1,1011.4,70,0.0,359,15.5,18.0,17,,0
2017-06-06 13:00:00,22.2,1011.2,72,0.0,357,14.1,19.1,46,,1
2017-06-06 14:00:00,22.4,1010.4,73,0.0,357,14.4,17.3,74,,2
2017-06-06 15:00:00,22.6,1010.4,74,0.0,360,13.0,16.9,76,,2
2017-06-06 16:00:00,22.9,1009.9,73,0.0,357,13.0,15.5,99,,3
2017-06-06 17:00:00,22.8,1009.6,72,0.0,355,17.7,22.3,100,,3
2017-06-06 18:00:00,22.2,1010.1,75,0.0,357,15.1,21.2,83,,3
2017-06-06 19:00:00,21.7,1009.9,79,0.0,342,20.0,24.1,94,,3
2017-06-06 20:00:00,21.2,1010.3,82,0.1,357,15.5,24.1,89,,51
2017-06-06 21:00:00,21.0,1010.6,85,0.2,354,11.2,18.7,98,,51
2017-06-06 22:00:00,20.6,1010.6,88,0.0,3,7.2,13.0,99,,3
2017-06-06 23:00:00,20.6,1010.6,89,0.0,317,6.4,7.9,99,,3
2017-06-07 00:00:00,20.4,1010.8,89,0.0,298,12.2,14.0,90,,3
2017-06-07 01:00:00,20.0,1010.4,89,0.0,296,9.2,15.1,99,,3
2017-06-07 02:00:00,19.7,1010.7,89,0.0,275,9.0,14.4,94,,3
2017-06-07 03:00:00,20.0,1010.8,92,0.0,256,7.4,15.5,95,,3
2017-06-07 04:00:00,19.6,1010.8,91,0.0,258,10.3,12.6,100,,3
2017-06-07 05:00:00,19.5,1010.8,89,0.0,282,8.8,13.3,100,,3
2017-06-07 06:00:00,19.5,1011.4,90,0.0,239,4.2,10.8,100,,3
2017-06-07 07:00:00,19.4,1011.8,91,0.0,188,7.6,16.2,99,,3
2017-06-07 08:00:00,19.4,1012.0,92,0.0,176,5.4,15.5,100,,3
2017-06-07 09:00:00,19.6,1012.1,90,0.0,163,11.3,14.0,68,,2
2017-06-07 10:00:00,19.2,1012.5,94,0.0,170,17.9,23.4,89,,3
2017-06-07 11:00:00,19.3,1012.9,93,0.0,163,14.7,23.0,54,,2
2017-06-07 12:00:00,19.1,1012.9,94,0.0,177,15.9,24.1,71,,2
2017-06-07 13:00:00,19.2,1012.8,93,0.0,192,18.0,23.4,64,,2
2017-06-07 14:00:00,19.3,1012.7,93,0.0,202,18.3,23.4,37,,1
2017-06-07 15:00:00,20.0,1013.4,88,0.0,201,13.1,24.1,90,,3
2017-06-07 16:00:00,20.0,1013.6,89,0.0,186,14.1,17.6,63,,2
2017-06-07 17:00:00,19.8,1013.4,91,0.0,180,14.0,17.6,93,,3
2017-06-07 18:00:00,19.8,1013.1,92,0.0,189,13.5,17.6,99,,3
2017-06-07 19:00:00,19.6,1013.2,93,0.0,191,15.0,18.4,55,,2
2017-06-07 20:00:00,19.3,1013.4,94,0.0,177,12.6,18.4,18,,0
2017-06-07 21:00:00,19.1,1013.5,95,0.0,183,11.9,15.8,21,,1
2017-06-07 22:00:00,19.0,1014.2,95,0.0,167,12.9,16.6,38,,1
2017-06-07 23:00:00,19.0,1014.2,95,0.0,159,17.0,20.9,28,,1
2017-06-08 00:00:00,19.0,1014.0,96,0.0,161,20.2,25.9,48,,1
2017-06-08 01:00:00,19.0,1013.9,94,0.0,168,19.8,25.9,45,,1
2017-06-08 02:00:00,19.0,1013.8,94,0.0,168,17.7,25.6,55,,2
2017-06-08 03:00:00,18.9,1014.3,95,0.0,192,15.8,22.7,31,,1
2017-06-08 04:00:00,18.8,1014.1,95,0.0,193,16.2,21.6,27,,1
2017-06-08 05:00:00,18.8,1014.1,95,0.0,180,15.1,21.2,49,,1
2017-06-08 06:00:00,18.8,1014.1,94,0.0,170,15.0,19.8,40,,1
2017-06-08 07:00:00,18.9,1014.3,94,0.0,174,16.3,21.2,19,,0
2017-06-08 08:00:00,19.0,1014.3,94,0.0,173,17.1,22.0,13,,0
2017-06-08 09:00:00,19.1,1014.2,93,0.0,167,17.7,22.7,8,,0
2017-06-08 10:00:00,19.2,1014.2,93,0.0,167,18.9,24.5,9,,0
2017-06-08 11:00:00,19.2,1014.3,92,0.0,169,19.4,25.2,15,,0
